num_boids,dimension,max_speed,perception_radius,limit,mae,rmse,best_val_loss,duration_sec,error
50,100,5,50,10000,897.5606342299803,1298.4637452103582,0.0004923911183141172,62.52,
50,100,5,100,10000,958.7670719607415,1375.3602976791092,0.0005524380831047893,65.09,
50,100,5,150,10000,955.1171108583954,1339.9482182492475,0.0005243564955890179,65.38,
50,100,5,200,10000,1028.7720652030102,1423.8981540719535,0.0005921182455495,64.61,
50,100,10,50,10000,923.9350024723681,1340.7823873846173,0.0005250095273368061,64.14,
50,100,10,100,10000,898.0703724947869,1301.8753131558608,0.0004949819413013756,61.62,
50,100,10,150,10000,1119.4545823443773,1540.9178471571645,0.0006934410193935037,61.47,
50,100,10,200,10000,965.4703235428866,1382.1886095309828,0.0005579368444159627,64.13,
50,100,20,50,10000,929.8926178467843,1328.3839043265536,0.0005153447273187339,68.34,
50,100,20,100,10000,1046.8578335970315,1438.612625571794,0.0006044193869456649,63.69,
50,100,20,150,10000,953.9494839465289,1358.6536074019446,0.0005390985170379281,64.39,
50,100,20,200,10000,973.0915255802428,1375.9781532593422,0.0005529345362447202,63.13,
50,200,5,50,10000,1106.8136975870564,1505.6030739027096,0.0006620206986553967,66.15,
50,200,5,100,10000,1062.9194460379917,1439.9168365366836,0.0006055160192772746,67.05,
50,200,5,150,10000,867.168985693605,1254.8411302120692,0.0004598626692313701,58.24,
50,200,5,200,10000,1044.929270668522,1471.7513942972298,0.0006325859576463699,63.85,
50,200,10,50,10000,1053.9047636471,1454.8379596237985,0.0006181299104355276,62.83,
50,200,10,100,10000,1023.5893763185895,1432.8774860349758,0.000599609746132046,62.02,
50,200,10,150,10000,927.9564500923022,1333.0690036041694,0.0005189862567931414,61.32,
50,200,10,200,10000,909.5166050237052,1310.7169425200925,0.0005017280927859247,65.33,
50,200,20,50,10000,949.1437185193311,1392.937233619778,0.000566648377571255,65.3,
50,200,20,100,10000,1149.261862638533,1547.6000571050688,0.0006994683062657714,63.34,
50,200,20,150,10000,1096.7492827004755,1502.289703652144,0.0006591101409867406,64.7,
50,200,20,200,10000,961.655201410869,1365.6039949858832,0.0005446282448247075,61.8,
50,400,5,50,10000,943.278581388528,1322.218040042117,0.0005105716991238296,69.88,
50,400,5,100,10000,1030.6268743406927,1439.600798525806,0.0006052497192285955,63.25,
50,400,5,150,10000,909.6407650977256,1302.6826266399883,0.0004955962067469954,69.66,
50,400,5,200,10000,914.3718021493736,1310.3126355037848,0.0005014186608605087,64.96,
50,400,10,50,10000,1049.7325281845262,1465.1068597068993,0.000626887078396976,61.19,
50,400,10,100,10000,1179.6476595465567,1641.1829128157385,0.0007866194355301559,71.31,
50,400,10,150,10000,1129.1368389043118,1494.5464093174926,0.0006523330812342465,65.51,
50,400,10,200,10000,1119.209735462665,1512.353360768393,0.0006679700454697013,64.88,
50,400,20,50,10000,1018.3965021756981,1362.0037391000653,0.0005417602951638401,64.36,
50,400,20,100,10000,1098.0479451805545,1523.6938267979085,0.000678025302477181,61.49,
50,400,20,150,10000,1078.0182881726162,1455.2080991916803,0.0006184446392580867,63.53,
50,400,20,200,10000,1013.2716276042353,1411.8139621704324,0.0005821107770316303,65.17,
50,800,5,50,10000,1060.5212153876357,1478.72178015278,0.0006385919987224042,69.38,
50,800,5,100,10000,1013.620314642825,1431.6848534562762,0.000598612183239311,65.91,
50,800,5,150,10000,1431.9897849088713,1879.5854273602129,0.0010317503474652767,69.7,
50,800,5,200,10000,1166.0304613328915,1584.3127534241626,0.0007330477237701416,68.74,
50,800,10,50,10000,1015.2332903152272,1408.2003302537478,0.0005791346193291247,71.53,
50,800,10,100,10000,1061.1857482860264,1458.8665201563258,0.0006215582834556699,65.09,
50,800,10,150,10000,1072.620998648381,1451.1301574179963,0.0006149829714559019,69.23,
50,800,10,200,10000,1048.2816597443339,1443.0684849847755,0.0006081692990846932,72.61,
50,800,20,50,10000,1161.2061750065782,1572.6693601907302,0.0007223129505291581,71.66,
50,800,20,100,10000,1008.7028303007077,1405.8766019300012,0.0005772249423898757,68.44,
50,800,20,150,10000,1020.7371990377142,1383.1917720887438,0.0005587475025095046,64.61,
50,800,20,200,10000,956.3553327730963,1364.3906573063637,0.0005436610081233084,68.03,
100,100,5,50,10000,983.5906970267299,1397.4871606357258,0.0005703562637791038,71.32,
100,100,5,100,10000,1011.849401371331,1421.9046343521707,0.00059046148089692,70.09,
100,100,5,150,10000,863.0684711235702,1268.045989204515,0.00046959190513007343,71.2,
100,100,5,200,10000,914.6905539622874,1334.9728202724325,0.000520469737239182,66.47,
100,100,10,50,10000,915.3823307291653,1335.6069068071754,0.0005209642113186419,66.55,
100,100,10,100,10000,867.0246024525948,1261.7766766770599,0.00046496008872054517,71.44,
100,100,10,150,10000,947.6386103969854,1353.7002080638479,0.0005351747386157513,68.32,
100,100,10,200,10000,973.7238378494833,1383.4352069182787,0.0005589438951574266,69.42,
100,100,20,50,10000,1006.2370152624743,1408.7404862618368,0.0005795790930278599,67.73,
100,100,20,100,10000,893.2728682094165,1299.9166541745137,0.0004934936296194792,71.31,
100,100,20,150,10000,924.7382149922125,1339.206661934706,0.0005237763398326933,69.96,
100,100,20,200,10000,986.0816376582512,1395.2139640351081,0.0005685023497790098,76.65,
100,200,5,50,10000,949.9007199367886,1348.324688717258,0.0005309327389113605,76.5,
100,200,5,100,10000,928.107026140631,1336.6328043937144,0.0005217647994868457,73.74,
100,200,5,150,10000,937.6139622890502,1345.770752076303,0.0005289234104566276,74.98,
100,200,5,200,10000,922.526375263768,1320.1353511184877,0.0005089645856060088,70.31,
100,200,10,50,10000,1006.4360800698639,1415.9471129666208,0.0005855239578522742,75.79,
100,200,10,100,10000,1058.390555116053,1459.0680239303992,0.0006217296468093991,72.85,
100,200,10,150,10000,935.0420370188034,1356.240944765073,0.0005371856386773288,73.63,
100,200,10,200,10000,930.4235747957246,1337.1349124548267,0.0005221569444984198,77.46,
100,200,20,50,10000,946.3794348298959,1343.7851340066115,0.0005273637361824512,73.36,
100,200,20,100,10000,921.9040254153514,1323.703951557712,0.0005117197870276868,70.31,
100,200,20,150,10000,1013.9689204245749,1419.361834249376,0.0005883513949811459,79.84,
100,200,20,200,10000,954.2719536194847,1356.8026398829302,0.0005376305780373514,71.14,
