num_boids,dimension,max_speed,perception_radius,limit,mae,rmse,best_val_loss,duration_sec,error
100,400,10,50,5000,1108.890572806236,1590.2511327846382,0.000914723495952785,27.13,
100,400,10,100,5000,1271.9323543205933,1716.3611511866914,0.0010655545629560947,25.62,
100,400,10,150,5000,1018.0358106499677,1458.8833109551106,0.0007698384579271078,26.28,
100,400,10,200,5000,966.5725049550653,1426.910769204935,0.0007364652119576931,28.67,
100,400,20,50,5000,1251.3699848043002,1737.4534300803896,0.0010919049382209778,23.34,
100,400,20,100,5000,1393.9166193178698,1969.1957258099571,0.0014026076532900333,23.86,
100,400,20,150,5000,938.5033301399476,1423.8588374670996,0.0007333179237321019,26.58,
100,400,20,200,5000,993.0472677720337,1427.380944249007,0.0007369503146037459,27.84,
100,800,5,50,5000,1168.397201044068,1560.4620043361826,0.0008807752747088671,26.06,
100,800,5,100,5000,1543.9059269292848,2018.025910562401,0.0014730317052453756,26.64,
100,800,5,150,5000,1180.9703009379116,1618.1865971051127,0.0009471431840211153,23.41,
100,800,5,200,5000,1412.752078157575,1832.4012991943496,0.0012145055225118995,24.8,
100,800,10,50,5000,1381.9773186439595,1847.4969584774024,0.0012345986906439066,30.28,
100,800,10,100,5000,1188.5698790962228,1706.6065366677876,0.001053477986715734,26.51,
100,800,10,150,5000,1248.0827044791263,1717.2602991939502,0.0010666711023077369,28.54,
100,800,10,200,5000,1261.2790179040292,1750.9192452427708,0.0011088955216109753,24.78,
100,800,20,50,5000,1006.7909593022769,1439.7531157675164,0.000749781378544867,32.09,
100,800,20,100,5000,1246.5489822277948,1715.9282788511916,0.0010650177719071507,24.6,
100,800,20,150,5000,1032.5956164113613,1428.6468759343963,0.000738258589990437,26.84,
100,800,20,200,5000,1316.0421042544706,1840.3769506639408,0.0012251014122739434,27.34,
200,100,5,50,5000,998.8078742734194,1382.5345076344624,0.0006913701654411852,25.99,
200,100,5,100,5000,1040.111120507513,1526.1653600126087,0.0008424843545071781,26.63,
200,100,5,150,5000,979.1689782638615,1439.3552616892864,0.0007493671146221459,25.57,
200,100,5,200,5000,869.6817035544158,1316.6372893203493,0.0006270335870794952,30.49,
200,100,10,50,5000,1012.0460676533775,1461.2605896433827,0.0007723499438725412,30.5,
200,100,10,100,5000,1019.2818574918228,1491.1586606239398,0.0008042780100367963,25.72,
200,100,10,150,5000,1065.3190228595176,1479.041213535048,0.0007912602159194648,25.16,
200,100,10,200,5000,1101.3395362050633,1528.328828121848,0.0008448744774796069,26.95,
200,100,20,50,5000,1011.3319361123574,1481.0971907346136,0.0007934609893709421,25.97,
200,100,20,100,5000,1072.5889947807377,1514.5299391884005,0.0008296871092170477,27.55,
200,100,20,150,5000,941.8067359276992,1395.2019569058934,0.0007040975615382195,28.01,
200,100,20,200,5000,926.9895923627234,1371.7188772757554,0.0006805952871218324,28.29,
200,200,5,50,5000,1042.0117573994046,1533.9475334533386,0.0008510977495461702,30.76,
200,200,5,100,5000,1046.765643499016,1508.5289528957676,0.0008231251267716289,28.11,
200,200,5,150,5000,1033.6258856369154,1506.85346157643,0.0008212978718802333,26.84,
200,200,5,200,5000,1017.7297261496568,1469.6592283133152,0.0007812534458935261,26.99,
200,200,10,50,5000,940.2258459961978,1401.989352110911,0.000710964435711503,27.92,
200,200,10,100,5000,1030.857648651973,1509.0677581076377,0.0008237128495238721,27.51,
200,200,10,150,5000,1002.5934361787538,1461.1925752956877,0.0007722778245806694,29.24,
200,200,10,200,5000,1023.4127332189667,1460.724445264018,0.0007717832340858877,27.7,
200,200,20,50,5000,985.9069324785854,1411.4496715803098,0.0007205915171653032,29.16,
200,200,20,100,5000,979.852587869806,1447.0531457353386,0.0007574034971185029,33.39,
200,200,20,150,5000,963.6006375526323,1439.0677886780452,0.0007490674615837634,26.75,
200,200,20,200,5000,1023.2214217756701,1461.9675443784724,0.0007730968645773828,30.31,
200,400,5,50,5000,1010.0651585621694,1448.3725129458521,0.0007587855216115713,34.27,
200,400,5,100,5000,1106.9648579542795,1568.2075545484847,0.0008895400096662343,31.01,
200,400,5,150,5000,1101.0730529859245,1550.5531646250865,0.0008696242002770305,28.22,
200,400,5,200,5000,1301.3388471190965,1755.705472239686,0.0011149662313982844,30.93,
200,400,10,50,5000,1203.6984550075558,1718.9878260498656,0.0010688186157494783,30.32,
200,400,10,100,5000,1181.7325237842256,1677.204206521686,0.0010174906346946955,29.64,
200,400,10,150,5000,1154.0715093153567,1656.5399943226869,0.0009925729827955365,29.89,
200,400,10,200,5000,969.9921927852354,1454.3507971288168,0.0007650621701031923,30.67,
200,400,20,50,5000,1083.1747819766508,1508.2532062297541,0.0008228241349570453,35.23,
200,400,20,100,5000,1774.5897826369853,2231.950267695705,0.0018018862465396523,28.44,
200,400,20,150,5000,994.1234840774655,1449.1686338169548,0.0007596196373924613,33.41,
200,400,20,200,5000,1025.484245837678,1530.6480303425824,0.0008474404457956553,30.11,
200,800,5,50,5000,1202.2190575448496,1651.4450499269428,0.0009864765452221036,29.09,
200,800,5,100,5000,1388.851616344751,1838.3569696305965,0.0012224132660776377,28.98,
200,800,5,150,5000,1352.6965724099073,1864.1679905067945,0.0012569804675877094,36.02,
200,800,5,200,5000,1283.162210292998,1761.1044989458937,0.0011218343861401081,26.79,
200,800,10,50,5000,1459.3824527612956,1944.7439806311106,0.0013679913245141506,33.44,
200,800,10,100,5000,992.1031692653642,1441.162840647738,0.0007512504234910011,31.73,
200,800,10,150,5000,1012.6148467230216,1519.4515008627093,0.0008350880816578865,35.65,
200,800,10,200,5000,973.8062827033573,1434.4621723177477,0.0007442804053425789,30.07,
200,800,20,50,5000,1230.4187757661084,1646.2774293799046,0.0009803122375160456,35.04,
200,800,20,100,5000,976.4171660281137,1404.2985525046915,0.000713308691047132,32.03,
200,800,20,150,5000,1100.7240846326386,1464.6251496531033,0.0007759105646982789,37.58,
200,800,20,200,5000,933.9721984011251,1377.2110275049913,0.0006860558642074466,29.46,
400,100,5,50,5000,1054.4950115616164,1530.088844284601,0.0008468211744911969,33.14,
400,100,5,100,5000,952.1087004493007,1387.763876565557,0.0006966101354919374,33.37,
400,100,5,150,5000,924.7807155125063,1382.0249352680212,0.0006908602663315833,27.2,
400,100,5,200,5000,960.2276902749609,1391.648262907417,0.0007005153456702828,28.29,
400,100,10,50,5000,1085.1214429176425,1513.9222822613085,0.000829021621029824,27.08,
400,100,10,100,5000,1126.3535884642874,1580.0806305893595,0.000911152339540422,28.63,
400,100,10,150,5000,953.7377774841817,1398.8757683112626,0.00073441700078547,26.91,
400,100,10,200,5000,912.1732346722497,1374.4621255632794,0.0007260870770551264,27.94,
400,100,20,50,5000,1010.9262301796105,1440.9676374073395,0.0007988666766323149,29.44,
400,100,20,100,5000,969.4676370904291,1412.0887907267957,0.000767167191952467,26.43,
400,100,20,150,5000,1066.3612057343967,1504.9099660300592,0.0008713383576832712,29.65,
400,100,20,200,5000,997.1980123544146,1447.463649834064,0.0008060855325311422,31.53,
400,200,5,50,5000,1201.7113408427458,1666.562579915209,0.0010685849701985717,25.04,
400,200,5,100,5000,1133.4097079809421,1584.909854936075,0.0009664405952207744,27.0,
400,200,5,150,5000,1035.0034972913372,1433.5965428860945,0.00079614098649472,29.25,
400,200,5,200,5000,1018.2687919527375,1481.0642588185872,0.0008497352246195078,27.72,
400,200,10,50,5000,1014.1075749867895,1432.1238879970592,0.0007945061079226434,30.47,
400,200,10,100,5000,1055.4496746166596,1502.8705628486184,0.0008749414701014757,27.1,
400,200,10,150,5000,932.2789544795249,1323.1346856991345,0.0006781789707019925,27.12,
400,200,10,200,5000,940.9118449393492,1367.0613241057208,0.0007239559199661016,29.54,
400,200,20,50,5000,946.0721944370619,1394.1073345983468,0.0007528847781941295,30.58,
400,200,20,100,5000,992.5858334432726,1422.4674348624842,0.0007838274468667805,27.96,
400,200,20,150,5000,997.6507706789882,1450.5188442847684,0.0008150467765517533,28.91,
400,200,20,200,5000,1093.1607587871508,1514.1638911765478,0.0008881411631591618,26.78,
400,400,5,50,5000,1002.7919268628871,1458.3868147980927,0.0008239128510467708,28.08,
400,400,5,100,5000,1130.314163913723,1585.509333247216,0.0009738084045238793,30.75,
400,400,5,150,5000,999.026345467567,1474.9605722580827,0.0008427458815276623,30.59,
400,400,5,200,5000,1099.369355840421,1536.6500393311255,0.0009147152886725962,29.05,
400,400,10,50,5000,1261.0009427852722,1644.6145877342165,0.0010477656032890081,28.01,
400,400,10,100,5000,955.5795540431869,1388.106171983045,0.0007464164518751204,30.38,
400,400,10,150,5000,1041.6004611520173,1480.8203095868057,0.000849455245770514,30.62,
400,400,10,200,5000,1085.5572406845197,1509.9873748066436,0.0008832483435980976,30.66,
400,400,20,50,5000,1147.6609391515021,1583.607799032957,0.0009714738116599619,31.35,
400,400,20,100,5000,1061.956141318746,1495.5281413289558,0.0008695591823197901,28.93,
400,400,20,150,5000,987.2057029596494,1446.4547790782194,0.0008134283707477152,28.43,
400,400,20,200,5000,1080.827133324609,1474.544120885259,0.0008453283226117492,33.29,
400,800,5,50,5000,1149.2991298888578,1603.777443519461,0.0009999951580539346,27.02,
400,800,5,100,5000,1286.609215116051,1851.7683000343156,0.0013331618392840028,28.12,
400,800,5,150,5000,1413.544070758532,1886.3911748229868,0.0013834817800670862,32.85,
400,800,5,200,5000,1085.8951486519363,1534.693167673976,0.0009156988235190511,28.72,
400,800,10,50,5000,1148.6016969477312,1570.6351427888135,0.0009590924018993974,34.11,
400,800,10,100,5000,1180.839031778657,1583.0429029427771,0.0009743054979480803,33.18,
400,800,10,150,5000,942.7699332717115,1397.9970384878259,0.0007598402444273233,35.56,
400,800,10,200,5000,1094.6054082979203,1570.4033334533606,0.0009588088723830879,30.66,
400,800,20,50,5000,1455.08161535383,1872.4041204144385,0.0013630405301228166,32.29,
400,800,20,100,5000,1274.6966450843167,1716.0616900479147,0.0011449208250269294,32.53,
400,800,20,150,5000,1153.4724719209978,1600.9240507608026,0.0009964399505406618,32.17,
400,800,20,200,5000,1030.4517752377858,1512.686646863464,0.0008896263316273689,33.04,
