num_boids,dimension,max_speed,perception_radius,limit,mae,rmse,best_val_loss,duration_sec,error
50,100,5,50,5000,996.5805140061215,1460.635974286134,0.0007716892287135124,18.72,
50,100,5,100,5000,918.2031719079657,1389.756054858679,0.0006986114312894642,20.84,
50,100,5,150,5000,1311.9783258457524,1839.9861153837578,0.001224581734277308,21.3,
50,100,5,200,5000,1047.8324511099631,1479.7755011184017,0.0007920459029264748,20.85,
50,100,10,50,5000,1005.6616824126091,1469.2744523718377,0.0007808439549989998,21.04,
50,100,10,100,5000,1087.70921643736,1543.5039042422725,0.0008617351995781064,18.77,
50,100,10,150,5000,990.0853858350126,1500.4040051112925,0.0008142822189256549,21.12,
50,100,10,200,5000,996.5699352538188,1435.0860373411838,0.0007449284894391894,22.96,
50,100,20,50,5000,990.4330328353567,1437.21518213507,0.0007471400313079357,22.86,
50,100,20,100,5000,970.561507003024,1430.517124990664,0.0007401924231089652,18.93,
50,100,20,150,5000,985.1737143234279,1442.001281157456,0.0007521246443502605,20.1,
50,100,20,200,5000,1097.6099481367344,1593.128966452355,0.0009180372580885887,23.41,
50,200,5,50,5000,1111.8578286863217,1564.1410084765273,0.0008849325240589678,22.52,
50,200,5,100,5000,1208.4689194631947,1663.4899621259428,0.0010009185643866658,20.5,
50,200,5,150,5000,1017.6447281313575,1476.4170529577186,0.0007884546066634357,21.14,
50,200,5,200,5000,1264.2978475157172,1735.407061034256,0.0010893342550843954,20.77,
50,200,10,50,5000,1111.4682911598904,1535.8113594620145,0.0008531671483069658,20.76,
50,200,10,100,5000,1079.1254314215555,1559.5205898346028,0.0008797122864052653,20.93,
50,200,10,150,5000,1081.4294044002854,1515.8050829662384,0.0008310849661938846,22.55,
50,200,10,200,5000,916.5695011891916,1378.0506689130302,0.0006868925993330777,23.33,
50,200,20,50,5000,1104.1796610726976,1542.5468622469132,0.0008606670307926834,21.86,
50,200,20,100,5000,1067.866996233934,1467.9836545427638,0.0007794726989232004,24.44,
50,200,20,150,5000,1455.5494727797798,1928.1477791701996,0.0013447420205920935,22.16,
50,200,20,200,5000,954.8533618523627,1415.9518155709982,0.000725196092389524,21.74,
50,400,5,50,5000,984.9938325845652,1416.8297375837658,0.0007260957499966025,23.22,
50,400,5,100,5000,1129.7096663582297,1603.5849728894061,0.0009301273385062814,22.49,
50,400,5,150,5000,1452.5225442654898,1829.221722123843,0.001210295595228672,22.16,
50,400,5,200,5000,1170.6666212999237,1674.592936545781,0.0010143246036022902,23.76,
50,400,10,50,5000,1098.9319014270577,1501.4415054055466,0.0008154090028256178,24.09,
50,400,10,100,5000,1233.48994417259,1712.5016485885938,0.0010607682634145021,23.58,
50,400,10,150,5000,1207.7908459960656,1737.1236212394447,0.0010914901504293084,21.31,
50,400,10,200,5000,993.4984715247571,1458.836629189157,0.000769789214245975,25.07,
50,400,20,50,5000,1126.0106742200448,1568.3024854111068,0.0008896475774236023,23.1,
50,400,20,100,5000,1065.1404258060386,1522.8460803623545,0.0008388236165046692,24.64,
50,400,20,150,5000,1006.4346488504062,1426.2738278443949,0.0007358078146353364,22.93,
50,400,20,200,5000,1270.0353719606176,1793.9852404612002,0.0011641157325357199,26.19,
50,800,5,50,5000,1001.942066266018,1417.2208366811433,0.0007264971500262618,23.61,
50,800,5,100,5000,1045.0666843949837,1438.1868933593187,0.0007481510401703417,22.94,
50,800,5,150,5000,1028.4799207186225,1473.9244625714632,0.0007857943419367075,26.46,
50,800,5,200,5000,992.388535280092,1457.8063522787925,0.0007687024190090597,24.29,
50,800,10,50,5000,1072.1877854124227,1486.7612329802796,0.0007995417108759284,26.26,
50,800,10,100,5000,1418.0987675075953,1844.1003213986962,0.0012300633825361729,24.32,
50,800,10,150,5000,1303.2979291091017,1774.7263717755523,0.0011392557062208652,24.28,
50,800,10,200,5000,1188.5609953090213,1701.3569107600113,0.0010470064589753747,21.67,
50,800,20,50,5000,1000.7421402617496,1453.1752245130533,0.0007638264796696603,23.29,
50,800,20,100,5000,1100.2010878037727,1582.1585504374907,0.0009054375113919377,26.4,
50,800,20,150,5000,1120.160829148694,1572.3696918370465,0.0008942679851315916,23.13,
50,800,20,200,5000,912.5201536073755,1299.6018978183854,0.0006109129753895104,24.95,
100,100,5,50,5000,1003.550549352579,1477.2020182191277,0.0007892933208495378,26.14,
100,100,5,100,5000,1082.3815525895563,1545.9018440766592,0.0008644149056635797,23.65,
100,100,5,150,5000,998.2409781313587,1461.5575657643878,0.0007726633339188993,25.54,
100,100,5,200,5000,942.9623500264167,1379.9640704043288,0.0006888014613650739,24.18,
100,100,10,50,5000,961.5897278010424,1413.8440381577054,0.0007230385090224445,22.23,
100,100,10,100,5000,1110.6352157106096,1578.1112269188786,0.0009008106426335871,23.34,
100,100,10,150,5000,1118.7056263215347,1528.4987099700404,0.0008450625464320183,24.59,
100,100,10,200,5000,904.9218667416661,1317.1844669027057,0.0006275551859289408,22.37,
100,100,20,50,5000,1057.356779862377,1521.5070314935965,0.0008373488090001047,23.58,
100,100,20,100,5000,871.9295246432767,1321.0743681694062,0.0006312670884653926,25.61,
100,100,20,150,5000,980.9536621301254,1422.883234570309,0.0007323138997890055,22.89,
100,100,20,200,5000,997.4982181555733,1438.56245515263,0.0007485419628210366,26.93,
100,200,5,50,5000,958.0633156050652,1392.337887145668,0.0007012094720266759,21.99,
100,200,5,100,5000,1120.9036852534057,1574.444506323553,0.0008966296445578337,27.64,
100,200,5,150,5000,1010.9192190803408,1434.6522715364779,0.0007444779621437192,25.07,
100,200,5,200,5000,1158.7747684326037,1635.1984102667468,0.0009671621955931187,25.09,
100,200,10,50,5000,987.8721828751354,1450.5202420556382,0.0007610375760123134,26.76,
100,200,10,100,5000,1051.0037001189146,1482.437570857058,0.0007948981365188956,23.01,
100,200,10,150,5000,983.5782895084133,1432.254477885493,0.0007419915054924786,22.99,
100,200,10,200,5000,1066.3249230312676,1486.2922357745683,0.000799037516117096,27.74,
100,200,20,50,5000,996.6371984010458,1433.7779425003894,0.000743570679333061,25.09,
100,200,20,100,5000,1057.8138560383259,1512.263025052066,0.000827204727102071,25.87,
100,200,20,150,5000,878.6470573466921,1335.0064755416993,0.0006446519983001053,26.88,
100,200,20,200,5000,1038.0945454545958,1447.921243359276,0.0007583131082355976,23.52,
100,400,5,50,5000,1005.4769090246077,1498.7723638203993,0.0008125121239572763,24.05,
100,400,5,100,5000,1074.2776948994763,1501.8176264106899,0.0008158174459822476,25.14,
100,400,5,150,5000,1055.3959844078445,1511.9276801715455,0.0008268382516689599,26.0,
100,400,5,200,5000,1075.0868607953955,1522.997605248527,0.000838990556076169,25.35,
