num_boids,dimension,max_speed,perception_radius,limit,mae,rmse,best_val_loss,duration_sec,error
100,100,10,50,1000,592.3776646505236,786.8225823773258,0.0013171895407140255,3.68,
100,100,10,100,1000,479.26073084678535,627.9613399838189,0.0008389964932575822,3.99,
100,100,10,150,1000,362.9421068548793,474.9062853362827,0.00047985557466745377,4.32,
100,100,10,200,1000,388.40499327962334,516.956230011642,0.000568592338822782,4.25,
100,100,20,50,1000,533.6690961022504,656.9216365867964,0.0009181652567349374,3.73,
100,100,20,100,1000,442.98046538981566,575.0917486151603,0.0007036697352305055,4.15,
100,100,20,150,1000,361.52620127687464,475.6810589269518,0.0004814221174456179,3.92,
100,100,20,200,1000,382.63593077956483,498.6026212103414,0.0005289365071803331,4.08,
100,200,5,50,1000,615.7535013443143,763.84599350589,0.0012413813965395093,3.63,
100,200,5,100,1000,723.7848941532293,876.8135309028625,0.0016357213025912642,3.54,
100,200,5,150,1000,399.78698084686334,529.8971491704334,0.0005974158993922174,4.11,
100,200,5,200,1000,623.360302419511,803.1993902914016,0.0013725879834964871,3.58,
100,200,10,50,1000,844.7239784946681,977.8217860302808,0.002034296514466405,3.54,
100,200,10,100,1000,592.4600436829357,753.928554675308,0.001209354493767023,3.74,
100,200,10,150,1000,544.9132342071449,695.6443610602576,0.0010295987594872713,4.19,
100,200,10,200,1000,480.33227318558784,638.6245516118659,0.0008677320438437164,3.68,
100,200,20,50,1000,511.6351243279428,611.2252287904199,0.0007948722341097891,4.04,
100,200,20,100,1000,828.2473723118278,1073.933440196914,0.002453856635838747,3.76,
100,200,20,150,1000,507.7636979167435,665.3151061261065,0.0009417787659913301,3.99,
100,200,20,200,1000,406.90841061829514,510.3160719554268,0.0005540812853723764,4.01,
100,400,5,50,1000,1019.0798471102215,1157.0316873912243,0.0028482982888817787,3.79,
100,400,5,100,1000,1174.9018380379082,1381.0157437023477,0.004057802725583315,3.57,
100,400,5,150,1000,1234.5707694893026,1364.8051664970126,0.003963109105825424,3.5,
100,400,5,200,1000,939.9885013441149,1110.8656426798284,0.002625535475090146,3.54,
100,400,10,50,1000,1077.7796690191713,1222.6579443713715,0.0031805583275854588,3.65,
100,400,10,100,1000,740.9942641130556,903.0968921272342,0.0017352508148178458,3.94,
100,400,10,150,1000,859.7426377689136,1050.1658585577668,0.002346441615372896,3.6,
100,400,10,200,1000,585.588380376405,708.2479968425434,0.0010672464268282056,3.73,
100,400,20,50,1000,1083.0694842070725,1375.5276850427053,0.004025619011372328,4.01,
100,400,20,100,1000,955.9579939518591,1217.1772209251533,0.0031521092168986797,3.72,
100,400,20,150,1000,985.8303108198927,1164.2100722315072,0.002883750945329666,3.56,
100,400,20,200,1000,591.0113961694327,735.420920974902,0.0011507103918120265,3.58,
100,800,5,50,1000,1094.561155914,1316.2346005691443,0.003686052281409502,3.51,
100,800,5,100,1000,545.9618716397694,659.0287814082055,0.0009240678045898676,3.76,
100,800,5,150,1000,1223.0592036290952,1378.923099188734,0.004045522306114435,3.51,
100,800,5,200,1000,687.7209442203628,839.5673596225871,0.001499706064350903,4.02,
100,800,10,50,1000,723.3183299731817,875.1118408606744,0.0016293750377371907,3.6,
100,800,10,100,1000,773.4657930107306,919.8902980023719,0.0018003901932388544,3.73,
100,800,10,150,1000,872.5922731854786,1051.9935313090773,0.0023546204902231693,3.55,
100,800,10,200,1000,936.1097832660988,1081.0770042355136,0.0024866140447556973,3.55,
100,800,20,50,1000,1232.786552419425,1359.27445304185,0.003931052051484585,3.54,
100,800,20,100,1000,555.4664919356501,765.2819096585207,0.0012460524449124932,3.76,
100,800,20,150,1000,530.512896505363,702.7372489194142,0.0010507054394111037,3.97,
100,800,20,200,1000,620.36854334683,773.867684396356,0.001274170121178031,3.86,
200,100,5,50,1000,364.6757258065404,483.08795124985363,0.0004965311381965876,4.15,
200,100,5,100,1000,382.45319052432814,505.5041208601705,0.0005436797509901226,3.92,
200,100,5,150,1000,406.9159005377731,534.2007845552544,0.0006071592797525227,4.74,
200,100,5,200,1000,372.93634408599513,482.9683739604997,0.0004962864331901073,4.16,
200,100,10,50,1000,492.6326243279622,619.8843279742796,0.0008175534312613308,3.95,
200,100,10,100,1000,396.3832375673307,522.4570744228554,0.0005807579727843404,4.48,
200,100,10,150,1000,358.87525201612584,469.9277736441761,0.0004698473494499922,4.67,
200,100,10,200,1000,355.3845295698752,465.54259690806856,0.00046111931442283094,4.8,
200,100,20,50,1000,464.3897463038266,590.5426163280792,0.0007419884204864502,4.58,
200,100,20,100,1000,445.4847295027632,573.9365356905139,0.0007008444517850876,3.99,
200,100,20,150,1000,342.1617489919201,452.77068374312427,0.0004361656028777361,3.94,
200,100,20,200,1000,393.92835517486105,517.6692543482517,0.0005701621412299573,4.62,
200,200,5,50,1000,462.87144825278784,607.6298367679311,0.0007855468429625034,4.13,
200,200,5,100,1000,412.104102822578,525.5258681645532,0.0005876015056855977,4.1,
200,200,5,150,1000,363.84564348115157,471.8575213474607,0.0004737140843644738,4.27,
200,200,5,200,1000,367.38269993280016,475.398896971053,0.00048085101298056543,4.24,
200,200,10,50,1000,727.1315574596707,887.9035348365262,0.001677358290180564,4.08,
200,200,10,100,1000,420.7260030243564,540.1268023149195,0.0006207034457474947,4.64,
200,200,10,150,1000,409.31515456992634,523.1575957603013,0.0005823176470585167,4.0,
200,200,10,200,1000,375.1351512096721,483.6586049496246,0.0004977054195478559,4.11,
200,200,20,50,1000,552.8387533602728,669.3026291522932,0.0009531021350994706,3.83,
200,200,20,100,1000,572.3224193548642,704.1952197037166,0.0010550684528425336,4.13,
200,200,20,150,1000,501.4696068548288,608.6093938626939,0.0007880826015025377,4.02,
200,200,20,200,1000,472.11991599465216,590.0862972088403,0.000740842311643064,4.43,
200,400,5,50,1000,461.4379569892857,600.7171134629718,0.0007677759276703,3.85,
200,400,5,100,1000,476.0959526211285,604.1871893372742,0.0007766695343889296,3.75,
200,400,5,150,1000,549.0583904570703,685.5584786937454,0.000999961979687214,4.09,
200,400,5,200,1000,695.7196270161992,833.1667774775921,0.0014769239351153374,4.09,
200,400,10,50,1000,976.5457392473592,1091.174374956471,0.0025332795921713114,3.71,
200,400,10,100,1000,794.8819102825305,1025.3103734486617,0.0022366815246641636,4.17,
200,400,10,150,1000,786.6578209006144,977.6566759239554,0.002033605705946684,4.0,
200,400,10,200,1000,733.1205057124145,899.4567593243299,0.0017212949460372329,3.75,
200,400,20,50,1000,488.44446740595885,671.0141487393533,0.0009579828474670649,4.12,
200,400,20,100,1000,607.3660164652356,807.6180074717399,0.001387731172144413,4.11,
200,400,20,150,1000,652.5141633066429,793.3407607665915,0.001339100068435073,3.75,
200,400,20,200,1000,931.4697866266711,1057.4561620118998,0.0023791296407580376,3.95,
200,800,5,50,1000,828.5917657931103,992.5327846181059,0.0020959642715752125,3.77,
200,800,5,100,1000,1006.0648403898554,1114.5564657012399,0.0026430110447108746,3.8,
200,800,5,150,1000,741.6905174731338,855.5534932659808,0.0015573607524856925,4.08,
200,800,5,200,1000,815.3855561156037,950.5795024582123,0.001922521973028779,3.84,
200,800,10,50,1000,581.8665961022784,707.3541589605629,0.0010645552538335323,4.09,
200,800,10,100,1000,820.6438356854325,994.702945150277,0.0021051440853625536,3.82,
200,800,10,150,1000,851.8602620967439,1099.5861210474357,0.002572486409917474,3.92,
200,800,10,200,1000,614.5730493953746,746.1530075873541,0.00118453789036721,4.42,
200,800,20,50,1000,580.3233333333235,710.6932938994865,0.0010746294865384698,4.16,
200,800,20,100,1000,819.7295379707011,1052.552325840197,0.0023571148049086332,4.02,
200,800,20,150,1000,906.8238558467316,1073.2329752836947,0.002450660103932023,3.84,
200,800,20,200,1000,1258.780900537745,1527.601234631871,0.004964943043887615,4.01,
400,100,5,50,1000,389.88599966402586,502.99554325538975,0.0005382984527386725,4.37,
400,100,5,100,1000,386.5008534946145,501.3228135926057,0.0005347229307517409,4.49,
400,100,5,150,1000,355.4994203629199,462.2909476030795,0.00045470119221135974,4.22,
400,100,5,200,1000,372.68558131720704,481.21358080405344,0.0004926860565319657,4.58,
400,100,10,50,1000,401.81568716407185,526.7517736313553,0.0005903452984057367,4.29,
400,100,10,100,1000,360.93284442200303,467.51587045345656,0.00046503765042871237,4.37,
400,100,10,150,1000,333.1525873656705,449.2258080791284,0.0004293613019399345,4.37,
400,100,10,200,1000,383.56607862902047,495.7516836636187,0.0005229051457718015,4.51,
400,100,20,50,1000,827.0538491266739,965.5239740725852,0.001983440713956952,4.38,
400,100,20,100,1000,562.4831804436136,760.3226214425699,0.0012299582595005631,4.1,
400,100,20,150,1000,366.05923891133847,480.8856247394566,0.0004920142819173634,4.74,
400,100,20,200,1000,436.4581754033693,568.5464119628751,0.0006877413252368569,4.48,
400,200,5,50,1000,415.3147328629258,537.373986540822,0.0006143953651189804,4.46,
400,200,5,100,1000,470.792461357736,598.271706230339,0.0007615349604748189,4.34,
400,200,5,150,1000,406.4512063171854,514.2141818239103,0.0005625781486742198,4.43,
400,200,5,200,1000,371.35682123660524,488.24804832636687,0.0005071947234682739,4.67,
400,200,10,50,1000,502.1960668683092,639.8681085123723,0.0008711140253581107,4.21,
400,200,10,100,1000,391.42411290324657,501.94924117436983,0.0005360603681765497,4.67,
400,200,10,150,1000,428.69610383078174,564.8886717834645,0.0006789207691326737,4.55,
400,200,10,200,1000,378.91986559138167,485.39329062019175,0.0005012818146497011,4.31,
400,200,20,50,1000,360.40525369628193,478.28246726492534,0.0004867018142249435,4.48,
400,200,20,100,1000,500.6944002018081,638.1560572966305,0.0008664567722007632,4.44,
400,200,20,150,1000,353.89175067203297,460.4055389568163,0.000450999999884516,4.77,
400,200,20,200,1000,365.70938340051293,473.3537887889479,0.000476723798783496,4.81,
400,400,5,50,1000,788.810045362976,971.1632594773586,0.002006682101637125,4.29,
400,400,5,100,1000,492.64124327969535,618.7335841193525,0.0008145187748596072,4.55,
400,400,5,150,1000,381.08500672048496,510.8498608386543,0.0005552396178245544,4.45,
400,400,5,200,1000,760.8893296371518,911.4960049365562,0.0017676812130957842,4.37,
400,400,10,50,1000,1018.5340104167021,1180.5034035801805,0.002965031424537301,4.03,
400,400,10,100,1000,463.5408215726152,572.3065648111171,0.0006968702073208988,4.4,
400,400,10,150,1000,368.1497967070702,481.9807235626124,0.0004942580708302557,4.69,
400,400,10,200,1000,396.7732342069952,517.3374721158241,0.0005694325664080679,4.52,
400,400,20,50,1000,895.8098857528098,1033.835253130691,0.0022740336135029793,4.23,
400,400,20,100,1000,641.1621202959058,808.2360492700986,0.00138985610101372,4.49,
400,400,20,150,1000,521.6937617608359,642.9966734911507,0.0008796539041213691,4.64,
400,400,20,200,1000,398.7340910618343,500.1537465732349,0.0005322329234331846,4.56,
400,800,5,50,1000,978.6445665326045,1134.5802553201504,0.002738820854574442,4.3,
400,800,5,100,1000,702.8622933468508,844.47747928169,0.0015172967687249184,4.33,
400,800,5,150,1000,481.19548387100286,621.0310367371304,0.0008205801714211702,4.9,
400,800,5,200,1000,549.1317473118474,666.7543661822501,0.000945859239436686,4.32,
400,800,10,50,1000,402.0498202284978,517.8760848458019,0.000570619129575789,4.82,
400,800,10,100,1000,714.7552419353065,843.9311710111712,0.0015153404092416167,4.32,
400,800,10,150,1000,662.5999411963239,761.6992415608956,0.0012344148708507419,4.52,
400,800,10,200,1000,632.4181182796118,765.1849689646054,0.0012457387056201696,4.55,
400,800,20,50,1000,652.4335534274768,773.8611182070135,0.0012741497484967113,4.39,
400,800,20,100,1000,692.1701747312181,834.5719117767036,0.0014819123316556215,4.67,
400,800,20,150,1000,647.0729939518167,860.797232105642,0.0015765046700835228,4.25,
400,800,20,200,1000,433.47539314517275,538.5149711558544,0.0006170070264488459,4.56,
